district_code,area_type,age_group,total_persons,male_persons,female_persons,total_illiterate,male_illiterate,female_illiterate,total_literate,male_literate,female_literate,persons_check,illiterate_check,literate_check,is_valid,state_name
596,rural,all ages,1056929,527245,529684,178718,77603,101115,878211,449642,428569,0,0,0,True,kerala
596,urban,all ages,52045,25563,26482,7246,3324,3922,44799,22239,22560,0,0,0,True,kerala
597,total,all ages,1974551,968289,1006262,224753,106697,118056,1749798,861592,888206,0,0,0,True,kerala
597,rural,all ages,1409158,692673,716485,162383,77222,85161,1246775,615451,631324,0,0,0,True,kerala
597,urban,all ages,565393,275616,289777,62370,29475,32895,503023,246141,256882,0,0,0,True,kerala
598,total,all ages,2127789,1013142,1114647,274992,122590,152402,1852797,890552,962245,0,0,0,True,kerala
598,rural,all ages,979643,464713,514930,127173,57300,69873,852470,407413,445057,0,0,0,True,kerala
598,urban,all ages,1148146,548429,599717,147819,65290,82529,1000327,483139,517188,0,0,0,True,kerala
599,total,all ages,1197412,561716,635696,134859,62535,72324,1062553,499181,563372,0,0,0,True,kerala
599,rural,all ages,1065799,499820,565979,120448,55798,64650,945351,444022,501329,0,0,0,True,kerala
599,urban,all ages,131613,61896,69717,14411,6737,7674,117202,55159,62043,0,0,0,True,kerala
600,total,all ages,2635375,1246968,1388407,395102,172623,222479,2240273,1074345,1165928,0,0,0,True,kerala
600,rural,all ages,1448217,680687,767530,214855,93300,121555,1233362,587387,645975,0,0,0,True,kerala
600,urban,all ages,1187158,566281,620877,180247,79323,100924,1006911,486958,519953,0,0,0,True,kerala
601,total,all ages,3301427,1581678,1719749,516019,226821,289198,2785408,1354857,1430551,0,0,0,True,kerala
601,rural,all ages,1529831,724864,804967,262409,114008,148401,1267422,610856,656566,0,0,0,True,kerala
601,urban,all ages,1771596,856814,914782,253610,112813,140797,1517986,744001,773985,0,0,0,True,kerala
327,total,all ages,1846823,937259,909564,531238,219586,311652,1315585,717673,597912,0,0,0,True,west_bengal
327,rural,all ages,1118860,566965,551895,382036,156183,225853,736824,410782,326042,0,0,0,True,west_bengal
327,urban,all ages,727963,370294,357669,149202,63403,85799,578761,306891,271870,0,0,0,True,west_bengal
328,total,all ages,3872846,1983064,1889782,1374066,586442,787624,2498780,1396622,1102158,0,0,0,True,west_bengal
328,rural,all ages,2812495,1437286,1375209,1096191,464930,631261,1716304,972356,743948,0,0,0,True,west_bengal
328,urban,all ages,1060351,545778,514573,277875,121512,156363,782476,424266,358210,0,0,0,True,west_bengal
329,total,all ages,2819086,1451542,1367544,968582,422809,545773,1850504,1028733,821771,0,0,0,True,west_bengal
329,rural,all ages,2529652,1304916,1224736,912429,398524,513905,1617223,906392,710831,0,0,0,True,west_bengal
329,urban,all ages,289434,146626,142808,56153,24285,31868,233281,122341,110940,0,0,0,True,west_bengal
330,total,all ages,3007134,1551066,1456068,1517467,697571,819896,1489667,853495,636172,0,0,0,True,west_bengal
330,rural,all ages,2644906,1362469,1282437,1411617,648828,762789,1233289,713641,519648,0,0,0,True,west_bengal
330,urban,all ages,362228,188597,173631,105850,48743,57107,256378,139854,116524,0,0,0,True,west_bengal
331,total,all ages,1676276,857199,819077,592591,260725,331866,1083685,596474,487211,0,0,0,True,west_bengal
331,rural,all ages,1439981,737771,702210,549320,242174,307146,890661,495597,395064,0,0,0,True,west_bengal
331,urban,all ages,236295,119428,116867,43271,18551,24720,193024,100877,92147,0,0,0,True,west_bengal
332,total,all ages,3988845,2051541,1937304,1902413,899522,1002891,2086432,1152019,934413,0,0,0,True,west_bengal
332,rural,all ages,3447185,1768336,1678849,1715508,806927,908581,1731677,961409,770268,0,0,0,True,west_bengal
332,urban,all ages,541660,283205,258455,186905,92595,94310,354755,190610,164145,0,0,0,True,west_bengal
333,total,all ages,7103807,3627564,3476243,3047973,1450377,1597596,4055834,2177187,1878647,0,0,0,True,west_bengal
333,rural,all ages,5703115,2917822,2785293,2509613,1204137,1305476,3193502,1713685,1479817,0,0,0,True,west_bengal
333,urban,all ages,1400692,709742,690950,538360,246240,292120,862332,463502,398830,0,0,0,True,west_bengal
334,total,all ages,3502404,1790920,1711484,1343957,589439,754518,2158447,1201481,956966,0,0,0,True,west_bengal
334,rural,all ages,3052956,1561976,1490980,1220590,536315,684275,1832366,1025661,806705,0,0,0,True,west_bengal
334,urban,all ages,449448,228944,220504,123367,53124,70243,326081,175820,150261,0,0,0,True,west_bengal
335,total,all ages,7717563,3966889,3750674,2470355,1048849,1421506,5247208,2918040,2329168,0,0,0,True,west_bengal
335,rural,all ages,4639264,2373787,2265477,1640987,702231,938756,2998277,1671556,1326721,0,0,0,True,west_bengal
335,urban,all ages,3078299,1593102,1485197,829368,346618,482750,2248931,1246484,1002447,0,0,0,True,west_bengal
336,total,all ages,5167600,2653768,2513832,1687045,774902,912143,3480555,1878866,1601689,0,0,0,True,west_bengal
336,rural,all ages,3728727,1921112,1807615,1374641,639676,734965,2354086,1281436,1072650,0,0,0,True,west_bengal
336,urban,all ages,1438873,732656,706217,312404,135226,177178,1126469,597430,529039,0,0,0,True,west_bengal
337,total,all ages,10009781,5119389,4890392,2401088,1063343,1337745,7608693,4056046,3552647,0,0,0,True,west_bengal
337,rural,all ages,4277619,2196554,2081065,1348253,603528,744725,2929366,1593026,1336340,0,0,0,True,west_bengal
337,urban,all ages,5732162,2922835,2809327,1052835,459815,593020,4679327,2463020,2216307,0,0,0,True,west_bengal
338,total,all ages,5519145,2814653,2704492,1440757,602876,837881,4078388,2211777,1866611,0,0,0,True,west_bengal
338,rural,all ages,3390646,1722945,1667701,1001102,413178,587924,2389544,1309767,1079777,0,0,0,True,west_bengal
338,urban,all ages,2128499,1091708,1036791,439655,189698,249957,1688844,902010,786834,0,0,0,True,west_bengal
339,total,all ages,3596674,1838095,1758579,1363682,538758,824924,2232992,1299337,933655,0,0,0,True,west_bengal
339,rural,all ages,3296901,1685777,1611124,1294249,511402,782847,2002652,1174375,828277,0,0,0,True,west_bengal
339,urban,all ages,299773,152318,147455,69433,27356,42077,230340,124962,105378,0,0,0,True,west_bengal
340,total,all ages,2930115,1496996,1433119,1305210,494938,810272,1624905,1002058,622847,0,0,0,True,west_bengal
340,rural,all ages,2556801,1304208,1252593,1181941,445588,736353,1374860,858620,516240,0,0,0,True,west_bengal
340,urban,all ages,373314,192788,180526,123269,49350,73919,250045,143438,106607,0,0,0,True,west_bengal
341,total,all ages,4850029,2500819,2349210,1244823,557995,686828,3605206,1942824,1662382,0,0,0,True,west_bengal
341,rural,all ages,1775885,909519,866366,519619,227167,292452,1256266,682352,573914,0,0,0,True,west_bengal
341,urban,all ages,3074144,1591300,1482844,725204,330828,394376,2348940,1260472,1088468,0,0,0,True,west_bengal
342,total,all ages,4496694,2356766,2139928,908557,429851,478706,3588137,1926915,1661222,0,0,0,True,west_bengal
342,rural,all ages,0,0,0,0,0,0,0,0,0,0,0,0,True,west_bengal
342,urban,all ages,4496694,2356766,2139928,908557,429851,478706,3588137,1926915,1661222,0,0,0,True,west_bengal
343,total,all ages,8161961,4173778,3988183,2630304,1130501,1499803,5531657,3043277,2488380,0,0,0,True,west_bengal
343,rural,all ages,6074188,3109219,2964969,2087310,892367,1194943,3986878,2216852,1770026,0,0,0,True,west_bengal
343,urban,all ages,2087773,1064559,1023214,542994,238134,304860,1544779,826425,718354,0,0,0,True,west_bengal
344,total,all ages,5913457,3007885,2905572,1835045,740972,1094073,4078412,2266913,1811499,0,0,0,True,west_bengal
344,rural,all ages,5190771,2641721,2549050,1674954,674713,1000241,3515817,1967008,1548809,0,0,0,True,west_bengal
344,urban,all ages,722686,366164,356522,160091,66259,93832,562595,299905,262690,0,0,0,True,west_bengal
345,total,all ages,5095875,2629834,2466041,1172681,480761,691920,3923194,2149073,1774121,0,0,0,True,west_bengal
345,rural,all ages,4503161,2322562,2180599,1048974,428880,620094,3454187,1893682,1560505,0,0,0,True,west_bengal
345,urban,all ages,592714,307272,285442,123707,51881,71826,469007,255391,213616,0,0,0,True,west_bengal
602,total,all ages,3728104,1876062,1852042,936383,380351,556032,2791721,1495711,1296010,0,0,0,True,tamil_nadu
602,rural,all ages,1299709,650462,649247,440009,174263,265746,859700,476199,383501,0,0,0,True,tamil_nadu
602,urban,all ages,2428395,1225600,1202795,496374,206088,290286,1932021,1019512,912509,0,0,0,True,tamil_nadu
603,total,all ages,4646732,2335844,2310888,870456,367765,502691,3776276,1968079,1808197,0,0,0,True,tamil_nadu
603,rural,all ages,0,0,0,0,0,0,0,0,0,0,0,0,True,tamil_nadu
603,urban,all ages,4646732,2335844,2310888,870456,367765,502691,3776276,1968079,1808197,0,0,0,True,tamil_nadu
604,total,all ages,3998252,2012958,1985294,984870,401497,583373,3013382,1611461,1401921,0,0,0,True,tamil_nadu
604,rural,all ages,1459916,734979,724937,471538,187985,283553,988378,546994,441384,0,0,0,True,tamil_nadu
604,urban,all ages,2538336,1277979,1260357,513332,213512,299820,2025004,1064467,960537,0,0,0,True,tamil_nadu
605,total,all ages,3936331,1961688,1974643,1162403,457333,705070,2773928,1504355,1269573,0,0,0,True,tamil_nadu
605,rural,all ages,2234344,1117101,1117243,751413,292794,458619,1482931,824307,658624,0,0,0,True,tamil_nadu
605,urban,all ages,1701987,844587,857400,410990,164539,246451,1290997,680048,610949,0,0,0,True,tamil_nadu
606,total,all ages,2464875,1235889,1228986,838062,326086,511976,1626813,909803,717010,0,0,0,True,tamil_nadu
606,rural,all ages,1969930,989726,980204,716832,279061,437771,1253098,710665,542433,0,0,0,True,tamil_nadu
606,urban,all ages,494945,246163,248782,121230,47025,74205,373715,199138,174577,0,0,0,True,tamil_nadu
607,total,all ages,3458873,1740819,1718054,1263097,506340,756757,2195776,1234479,961297,0,0,0,True,tamil_nadu
607,rural,all ages,2939785,1481475,1458310,1135842,455858,679984,1803943,1025617,778326,0,0,0,True,tamil_nadu
607,urban,all ages,519088,259344,259744,127255,50482,76773,391833,208862,182971,0,0,0,True,tamil_nadu
608,total,all ages,3482056,1781571,1700485,1196494,496464,700030,2285562,1285107,1000455,0,0,0,True,tamil_nadu
608,rural,all ages,1707934,883274,824660,699173,292739,406434,1008761,590535,418226,0,0,0,True,tamil_nadu
608,urban,all ages,1774122,898297,875825,497321,203725,293596,1276801,694572,582229,0,0,0,True,tamil_nadu
609,total,all ages,1726601,869280,857321,550470,215968,334502,1176131,653312,522819,0,0,0,True,tamil_nadu
609,rural,all ages,1030476,520684,509792,358683,140609,218074,671793,380075,291718,0,0,0,True,tamil_nadu
609,urban,all ages,696125,348596,347529,191787,75359,116428,504338,273237,231101,0,0,0,True,tamil_nadu
610,total,all ages,2251744,1129868,1121876,759082,301568,457514,1492662,828300,664362,0,0,0,True,tamil_nadu
610,rural,all ages,1093768,552393,541375,438722,176419,262303,655046,375974,279072,0,0,0,True,tamil_nadu
610,urban,all ages,1157976,577475,580501,320360,125149,195211,837616,452326,385290,0,0,0,True,tamil_nadu
611,total,all ages,735394,360143,375251,165747,60696,105051,569647,299447,270200,0,0,0,True,tamil_nadu
611,rural,all ages,299739,145909,153830,77784,27446,50338,221955,118463,103492,0,0,0,True,tamil_nadu
611,urban,all ages,435655,214234,221421,87963,33250,54713,347692,180984,166708,0,0,0,True,tamil_nadu
612,total,all ages,2159775,1080938,1078837,677941,264758,413183,1481834,816180,665654,0,0,0,True,tamil_nadu
612,rural,all ages,1351735,678605,673130,481464,186869,294595,870271,491736,378535,0,0,0,True,tamil_nadu
612,urban,all ages,808040,402333,405707,196477,77889,118588,611563,324444,287119,0,0,0,True,tamil_nadu
613,total,all ages,1064493,528184,536309,337449,126458,210991,727044,401726,325318,0,0,0,True,tamil_nadu
613,rural,all ages,629976,312628,317348,235842,88197,147645,394134,224431,169703,0,0,0,True,tamil_nadu
613,urban,all ages,434517,215556,218961,101607,38261,63346,332910,177295,155615,0,0,0,True,tamil_nadu
614,total,all ages,2722290,1352284,1370006,683309,264519,418790,2038981,1087765,951216,0,0,0,True,tamil_nadu
614,rural,all ages,1384257,688552,695705,434015,164319,269696,950242,524233,426009,0,0,0,True,tamil_nadu
614,urban,all ages,1338033,663732,674301,249294,100200,149094,1088739,563532,525207,0,0,0,True,tamil_nadu
615,total,all ages,565223,282157,283066,189400,74146,115254,375823,208011,167812,0,0,0,True,tamil_nadu
615,rural,all ages,468060,233926,234134,166344,64820,101524,301716,169106,132610,0,0,0,True,tamil_nadu
615,urban,all ages,97163,48231,48932,23056,9326,13730,74107,38905,35202,0,0,0,True,tamil_nadu
616,total,all ages,754894,374703,380191,274290,105121,169169,480604,269582,211022,0,0,0,True,tamil_nadu
616,rural,all ages,671100,333253,337847,251687,96182,155505,419413,237071,182342,0,0,0,True,tamil_nadu
616,urban,all ages,83794,41450,42344,22603,8939,13664,61191,32511,28680,0,0,0,True,tamil_nadu
617,total,all ages,2605914,1311697,1294217,790633,311375,479258,1815281,1000322,814959,0,0,0,True,tamil_nadu
617,rural,all ages,1720725,868861,851864,594680,233978,360702,1126045,634883,491162,0,0,0,True,tamil_nadu
617,urban,all ages,885189,442836,442353,195953,77397,118556,689236,365439,323797,0,0,0,True,tamil_nadu
618,total,all ages,1616450,798127,818323,403442,157211,246231,1213008,640916,572092,0,0,0,True,tamil_nadu
618,rural,all ages,1251826,619369,632457,330040,128099,201941,921786,491270,430516,0,0,0,True,tamil_nadu
618,urban,all ages,364624,178758,185866,73402,29112,44290,291222,149646,141576,0,0,0,True,tamil_nadu
619,total,all ages,1264277,626693,637584,317806,123608,194198,946471,503085,443386,0,0,0,True,tamil_nadu
619,rural,all ages,1006482,499954,506528,268595,103679,164916,737887,396275,341612,0,0,0,True,tamil_nadu
619,urban,all ages,257795,126739,131056,49211,19929,29282,208584,106810,101774,0,0,0,True,tamil_nadu
620,total,all ages,2405890,1182416,1223474,614892,238152,376740,1790998,944264,846734,0,0,0,True,tamil_nadu
620,rural,all ages,1554531,765177,789354,449545,171999,277546,1104986,593178,511808,0,0,0,True,tamil_nadu
620,urban,all ages,851359,417239,434120,165347,66153,99194,686012,351086,334926,0,0,0,True,tamil_nadu
621,total,all ages,1618345,803188,815157,507800,194412,313388,1110545,608776,501769,0,0,0,True,tamil_nadu
621,rural,all ages,1301991,645505,656486,442308,168447,273861,859683,477058,382625,0,0,0,True,tamil_nadu
621,urban,all ages,316354,157683,158671,65492,25965,39527,250862,131718,119144,0,0,0,True,tamil_nadu
622,total,all ages,1339101,668672,670429,379357,142368,236989,959744,526304,433440,0,0,0,True,tamil_nadu
622,rural,all ages,926256,462210,464046,297211,109303,187908,629045,352907,276138,0,0,0,True,tamil_nadu
622,urban,all ages,412845,206462,206383,82146,33065,49081,330699,173397,157302,0,0,0,True,tamil_nadu
623,total,all ages,3038252,1526475,1511777,764822,302665,462157,2273430,1223810,1049620,0,0,0,True,tamil_nadu
623,rural,all ages,1191451,601247,590204,403361,154788,248573,788090,446459,341631,0,0,0,True,tamil_nadu
623,urban,all ages,1846801,925228,921573,361461,147877,213584,1485340,777351,707989,0,0,0,True,tamil_nadu
624,total,all ages,1245899,625683,620216,375819,146280,229539,870080,479403,390677,0,0,0,True,tamil_nadu
624,rural,all ages,575418,290880,284538,198768,77310,121458,376650,213570,163080,0,0,0,True,tamil_nadu
624,urban,all ages,670481,334803,335678,177051,68970,108081,493430,265833,227597,0,0,0,True,tamil_nadu
625,total,all ages,1942288,967709,974579,543500,207334,336166,1398788,760375,638413,0,0,0,True,tamil_nadu
625,rural,all ages,962062,480360,481702,308843,116624,192219,653219,363736,289483,0,0,0,True,tamil_nadu
625,urban,all ages,980226,487349,492877,234657,90710,143947,745569,396639,348930,0,0,0,True,tamil_nadu
626,total,all ages,1353445,682658,670787,374499,146171,228328,978946,536487,442459,0,0,0,True,tamil_nadu
626,rural,all ages,942746,474508,468238,290827,111730,179097,651919,362778,289141,0,0,0,True,tamil_nadu
626,urban,all ages,410699,208150,202549,83672,34441,49231,327027,173709,153318,0,0,0,True,tamil_nadu
627,total,all ages,1750176,865021,885155,400479,161915,238564,1349697,703106,646591,0,0,0,True,tamil_nadu
627,rural,all ages,873374,430361,443013,230688,90622,140066,642686,339739,302947,0,0,0,True,tamil_nadu
627,urban,all ages,876802,434660,442142,169791,71293,98498,707011,363367,343644,0,0,0,True,tamil_nadu
628,total,all ages,3077233,1520912,1556321,803776,310202,493574,2273457,1210710,1062747,0,0,0,True,tamil_nadu
628,rural,all ages,1557004,768728,788276,456892,175749,281143,1100112,592979,507133,0,0,0,True,tamil_nadu
628,urban,all ages,1520229,752184,768045,346884,134453,212431,1173345,617731,555614,0,0,0,True,tamil_nadu
629,total,all ages,1870374,926345,944029,321636,145804,175832,1548738,780541,768197,0,0,0,True,tamil_nadu
629,rural,all ages,330572,164938,165634,61192,28506,32686,269380,136432,132948,0,0,0,True,tamil_nadu
629,urban,all ages,1539802,761407,778395,260444,117298,143146,1279358,644109,635249,0,0,0,True,tamil_nadu
630,total,all ages,1506843,774303,732540,589134,246704,342430,917709,527599,390110,0,0,0,True,tamil_nadu
630,rural,all ages,1245931,643215,602716,518146,217916,300230,727785,425299,302486,0,0,0,True,tamil_nadu
630,urban,all ages,260912,131088,129824,70988,28788,42200,189924,102300,87624,0,0,0,True,tamil_nadu
631,total,all ages,1879809,960232,919577,691851,293170,398681,1187958,667062,520896,0,0,0,True,tamil_nadu
631,rural,all ages,1451446,742444,709002,586187,247726,338461,865259,494718,370541,0,0,0,True,tamil_nadu
631,urban,all ages,428363,217788,210575,105664,45444,60220,322699,172344,150355,0,0,0,True,tamil_nadu
632,total,all ages,3458045,1729297,1728748,822138,334507,487631,2635907,1394790,1241117,0,0,0,True,tamil_nadu
632,rural,all ages,839105,419032,420073,284140,113314,170826,554965,305718,249247,0,0,0,True,tamil_nadu
632,urban,all ages,2618940,1310265,1308675,537998,221193,316805,2080942,1089072,991870,0,0,0,True,tamil_nadu
633,total,all ages,2479052,1246159,1232893,718486,286536,431950,1760566,959623,800943,0,0,0,True,tamil_nadu
633,rural,all ages,957941,479309,478632,346624,135875,210749,611317,343434,267883,0,0,0,True,tamil_nadu
633,urban,all ages,1521111,766850,754261,371862,150661,221201,1149249,616189,533060,0,0,0,True,tamil_nadu
555,total,all ages,4779661,2423063,2356598,1727629,697515,1030114,3052032,1725548,1326484,0,0,0,True,karnataka
555,rural,all ages,3568466,1811094,1757372,1433674,577292,856382,2134792,1233802,900990,0,0,0,True,karnataka
555,urban,all ages,1211195,611969,599226,293955,120223,173732,917240,491746,425494,0,0,0,True,karnataka
556,total,all ages,1889752,950111,939641,776340,308723,467617,1113412,641388,472024,0,0,0,True,karnataka
556,rural,all ages,1291906,650267,641639,586994,233421,353573,704912,416846,288066,0,0,0,True,karnataka
556,urban,all ages,597846,299844,298002,189346,75302,114044,408500,224542,183958,0,0,0,True,karnataka
557,total,all ages,2177331,1111022,1066309,929063,380456,548607,1248268,730566,517702,0,0,0,True,karnataka
557,rural,all ages,1675353,857562,817791,781221,319162,462059,894132,538400,355732,0,0,0,True,karnataka
557,urban,all ages,501978,253460,248518,147842,61294,86548,354136,192166,161970,0,0,0,True,karnataka
558,total,all ages,1703300,870665,832635,660627,273467,387160,1042673,597198,445475,0,0,0,True,karnataka
558,rural,all ages,1277348,651250,626098,537637,220569,317068,739711,430681,309030,0,0,0,True,karnataka
558,urban,all ages,425952,219415,206537,122990,52898,70092,302962,166517,136445,0,0,0,True,karnataka
559,total,all ages,1928812,964511,964301,949043,387298,561745,979769,577213,402556,0,0,0,True,karnataka
559,rural,all ages,1438464,717972,720492,779024,318385,460639,659440,399587,259853,0,0,0,True,karnataka
559,urban,all ages,490348,246539,243809,170019,68913,101106,320329,177626,142703,0,0,0,True,karnataka
560,total,all ages,1389920,699926,689994,580835,231141,349694,809085,468785,340300,0,0,0,True,karnataka
560,rural,all ages,1156216,582958,573258,505215,200688,304527,651001,382270,268731,0,0,0,True,karnataka
560,urban,all ages,233704,116968,116736,75620,30453,45167,158084,86515,71569,0,0,0,True,karnataka
561,total,all ages,1064570,537147,527423,364393,139969,224424,700177,397178,302999,0,0,0,True,karnataka
561,rural,all ages,685261,347585,337676,255588,96884,158704,429673,250701,178972,0,0,0,True,karnataka
561,urban,all ages,379309,189562,189747,108805,43085,65720,270504,146477,124027,0,0,0,True,karnataka
562,total,all ages,1847023,937206,909817,545359,225430,319929,1301664,711776,589888,0,0,0,True,karnataka
562,rural,all ages,797484,409416,388068,295530,120245,175285,501954,289171,212783,0,0,0,True,karnataka
562,urban,all ages,1049539,527790,521749,249829,105185,144644,799710,422605,377105,0,0,0,True,karnataka
563,total,all ages,1437169,726256,710913,355263,144157,211106,1081906,582099,499807,0,0,0,True,karnataka
563,rural,all ages,1018188,514910,503278,277059,111491,165568,741129,403419,337710,0,0,0,True,karnataka
563,urban,all ages,418981,211346,207635,78204,32666,45538,340777,178680,162097,0,0,0,True,karnataka
564,total,all ages,1597668,819128,778540,512225,215335,296890,1085443,603793,481650,0,0,0,True,karnataka
564,rural,all ages,1242167,638450,603717,417066,172847,244219,825101,465603,359498,0,0,0,True,karnataka
564,urban,all ages,355501,180678,174823,95159,42488,52671,260342,138190,122152,0,0,0,True,karnataka
565,total,all ages,2452595,1236954,1215641,1030974,423514,607460,1421621,813440,608181,0,0,0,True,karnataka
565,rural,all ages,1532356,774093,758263,723044,295993,427051,809312,478100,331212,0,0,0,True,karnataka
565,urban,all ages,920239,462861,457378,307930,127521,180409,612309,335340,276969,0,0,0,True,karnataka
566,total,all ages,1659456,840843,818613,572064,233655,338409,1087392,607188,480204,0,0,0,True,karnataka
566,rural,all ages,1329923,675573,654350,495504,201288,294216,834419,474285,360134,0,0,0,True,karnataka
566,urban,all ages,329533,165270,164263,76560,32367,44193,252973,132903,120070,0,0,0,True,karnataka
567,total,all ages,1945497,986400,959097,636957,265763,371194,1308540,720637,587903,0,0,0,True,karnataka
567,rural,all ages,1316487,668267,648220,477664,196579,281085,838823,471688,367135,0,0,0,True,karnataka
567,urban,all ages,629010,318133,310877,159293,69184,90109,469717,248949,220768,0,0,0,True,karnataka
568,total,all ages,1752753,877415,875338,489737,202477,287260,1263016,674938,588078,0,0,0,True,karnataka
568,rural,all ages,1129026,565821,563205,358209,146231,211978,770817,419590,351227,0,0,0,True,karnataka
568,urban,all ages,623727,311594,312133,131528,56246,75282,492199,255348,236851,0,0,0,True,karnataka
569,total,all ages,1177361,562131,615230,250932,96427,154505,926429,465704,460725,0,0,0,True,karnataka
569,rural,all ages,843300,398847,444453,198054,74538,123516,645246,324309,320937,0,0,0,True,karnataka
569,urban,all ages,334061,163284,170777,52878,21889,30989,281183,141395,139788,0,0,0,True,karnataka
570,total,all ages,1137961,566622,571339,319616,128365,191251,818345,438257,380088,0,0,0,True,karnataka
570,rural,all ages,898453,447545,450908,270370,107359,163011,628083,340186,287897,0,0,0,True,karnataka
570,urban,all ages,239508,119077,120431,49246,21006,28240,190262,98071,92191,0,0,0,True,karnataka
571,total,all ages,2678980,1350594,1328386,865589,344570,521019,1813391,1006024,807367,0,0,0,True,karnataka
571,rural,all ages,2079902,1048710,1031192,735464,288388,447076,1344438,760322,584116,0,0,0,True,karnataka
571,urban,all ages,599078,301884,297194,130125,56182,73943,468953,245702,223251,0,0,0,True,karnataka
572,total,all ages,9621551,5022661,4598890,2109275,944620,1164655,7512276,4078041,3434235,0,0,0,True,karnataka
572,rural,all ages,871607,464256,407351,268748,115430,153318,602859,348826,254033,0,0,0,True,karnataka
572,urban,all ages,8749944,4558405,4191539,1840527,829190,1011337,6909417,3729215,3180202,0,0,0,True,karnataka
573,total,all ages,1805769,905085,900684,656120,266417,389703,1149649,638668,510981,0,0,0,True,karnataka
573,rural,all ages,1497407,751243,746164,578118,233339,344779,919289,517904,401385,0,0,0,True,karnataka
573,urban,all ages,308362,153842,154520,78002,33078,44924,230360,120764,109596,0,0,0,True,karnataka
574,total,all ages,1776421,883667,892754,551165,214831,336334,1225256,668836,556420,0,0,0,True,karnataka
574,rural,all ages,1399658,695583,704075,474087,182003,292084,925571,513580,411991,0,0,0,True,karnataka
574,urban,all ages,376763,188084,188679,77078,32828,44250,299685,155256,144429,0,0,0,True,karnataka
575,total,all ages,2089649,1034714,1054935,423326,170695,252631,1666323,864019,802304,0,0,0,True,karnataka
575,rural,all ages,1093563,541484,552079,255247,100680,154567,838316,440804,397512,0,0,0,True,karnataka
575,urban,all ages,996086,493230,502856,168079,70015,98064,828007,423215,404792,0,0,0,True,karnataka
576,total,all ages,554519,274608,279911,141642,59306,82336,412877,215302,197575,0,0,0,True,karnataka
576,rural,all ages,473531,234161,239370,127470,53241,74229,346061,180920,165141,0,0,0,True,karnataka
576,urban,all ages,80988,40447,40541,14172,6065,8107,66816,34382,32434,0,0,0,True,karnataka
577,total,all ages,3001127,1511600,1489527,1038947,447834,591113,1962180,1063766,898414,0,0,0,True,karnataka
577,rural,all ages,1755714,887500,868214,761044,326766,434278,994670,560734,433936,0,0,0,True,karnataka
577,urban,all ages,1245413,624100,621313,277903,121068,156835,967510,503032,464478,0,0,0,True,karnataka
578,total,all ages,1020791,512231,508560,455512,199274,256238,565279,312957,252322,0,0,0,True,karnataka
578,rural,all ages,845817,424884,420933,403557,176975,226582,442260,247909,194351,0,0,0,True,karnataka
578,urban,all ages,174974,87347,87627,51955,22299,29656,123019,65048,57971,0,0,0,True,karnataka
579,total,all ages,2566326,1301755,1264571,1138958,473396,665562,1427368,828359,599009,0,0,0,True,karnataka
579,rural,all ages,1730775,877144,853631,873447,361794,511653,857328,515350,341978,0,0,0,True,karnataka
579,urban,all ages,835551,424611,410940,265511,111602,153909,570040,313009,257031,0,0,0,True,karnataka
580,total,all ages,1174271,590329,583942,664268,283578,380690,510003,306751,203252,0,0,0,True,karnataka
580,rural,all ages,953594,479078,474516,579350,248080,331270,374244,230998,143246,0,0,0,True,karnataka
580,urban,all ages,220677,111251,109426,84918,35498,49420,135759,75753,60006,0,0,0,True,karnataka
581,total,all ages,1536401,776396,760005,520182,212286,307896,1016219,564110,452109,0,0,0,True,karnataka
581,rural,all ages,1056328,535431,520897,406907,163646,243261,649421,371785,277636,0,0,0,True,karnataka
581,urban,all ages,480073,240965,239108,113275,48640,64635,366798,192325,174473,0,0,0,True,karnataka
582,total,all ages,1255104,636437,618667,471882,194279,277603,783222,442158,341064,0,0,0,True,karnataka
582,rural,all ages,973985,494463,479522,393754,160123,233631,580231,334340,245891,0,0,0,True,karnataka
582,urban,all ages,281119,141974,139145,78128,34156,43972,202991,107818,95173,0,0,0,True,karnataka
583,total,all ages,990923,509172,481751,302174,123861,178313,688749,385311,303438,0,0,0,True,karnataka
583,rural,all ages,722179,371369,350810,237547,95912,141635,484632,275457,209175,0,0,0,True,karnataka
583,urban,all ages,268744,137803,130941,64627,27949,36678,204117,109854,94263,0,0,0,True,karnataka
584,total,all ages,1082636,548008,534628,407878,169547,238331,674758,378461,296297,0,0,0,True,karnataka
584,rural,all ages,814877,412438,402439,333566,136568,196998,481311,275870,205441,0,0,0,True,karnataka
584,urban,all ages,267759,135570,132189,74312,32979,41333,193447,102591,90856,0,0,0,True,karnataka
55,total,all ages,1055450,580663,474787,250012,115317,134695,805438,465346,340092,0,0,0,True,chandigarh
55,rural,all ages,28991,17150,11841,9030,4398,4632,19961,12752,7209,0,0,0,True,chandigarh
55,urban,all ages,1026459,563513,462946,240982,110919,130063,785477,452594,332883,0,0,0,True,chandigarh
400,total,all ages,658917,334737,324180,261094,104814,156280,397823,229923,167900,0,0,0,True,chhattisgarh
400,rural,all ages,453618,228338,225280,204462,82487,121975,249156,145851,103305,0,0,0,True,chhattisgarh
400,urban,all ages,205299,106399,98900,56632,22327,34305,148667,84072,64595,0,0,0,True,chhattisgarh
401,total,all ages,2359886,1193129,1166757,1171945,498443,673502,1187941,694686,493255,0,0,0,True,chhattisgarh
