district_code,area_type,age_group,total_persons,male_persons,female_persons,total_illiterate,male_illiterate,female_illiterate,total_literate,male_literate,female_literate,persons_check,illiterate_check,literate_check,is_valid,state_name
401,rural,all ages,2116965,1067908,1049057,1108567,471621,636946,1008398,596287,412111,0,0,0,True,chhattisgarh
401,urban,all ages,242921,125221,117700,63378,26822,36556,179543,98399,81144,0,0,0,True,chhattisgarh
402,total,all ages,851669,424747,426922,356254,144091,212163,495415,280656,214759,0,0,0,True,chhattisgarh
402,rural,all ages,775677,386307,389370,335859,135690,200169,439818,250617,189201,0,0,0,True,chhattisgarh
402,urban,all ages,75992,38440,37552,20395,8401,11994,55597,30039,25558,0,0,0,True,chhattisgarh
403,total,all ages,1493984,750278,743706,542345,207522,334823,951639,542756,408883,0,0,0,True,chhattisgarh
403,rural,all ages,1247682,623817,623865,479531,182486,297045,768151,441331,326820,0,0,0,True,chhattisgarh
403,urban,all ages,246302,126461,119841,62814,25036,37778,183488,101425,82063,0,0,0,True,chhattisgarh
404,total,all ages,1206640,612915,593725,457881,179524,278357,748759,433391,315368,0,0,0,True,chhattisgarh
404,rural,all ages,760350,381424,378926,337600,131560,206040,422750,249864,172886,0,0,0,True,chhattisgarh
404,urban,all ages,446290,231491,214799,120281,47964,72317,326009,183527,142482,0,0,0,True,chhattisgarh
405,total,all ages,1619707,815717,803990,600073,222038,378035,1019634,593679,425955,0,0,0,True,chhattisgarh
405,rural,all ages,1394646,701401,693245,535246,197657,337589,859400,503744,355656,0,0,0,True,chhattisgarh
405,urban,all ages,225061,114316,110745,64827,24381,40446,160234,89935,70299,0,0,0,True,chhattisgarh
406,total,all ages,2663629,1351574,1312055,1067069,419100,647969,1596560,932474,664086,0,0,0,True,chhattisgarh
406,rural,all ages,1983759,1002520,981239,888272,346255,542017,1095487,656265,439222,0,0,0,True,chhattisgarh
406,urban,all ages,679870,349054,330816,178797,72845,105952,501073,276209,224864,0,0,0,True,chhattisgarh
407,total,all ages,822526,412058,410468,408359,163555,244804,414167,248503,165664,0,0,0,True,chhattisgarh
407,rural,all ages,735131,367941,367190,377830,150955,226875,357301,216986,140315,0,0,0,True,chhattisgarh
407,urban,all ages,87395,44117,43278,30529,12600,17929,56866,31517,25349,0,0,0,True,chhattisgarh
408,total,all ages,1537133,762855,774278,528754,201500,327254,1008379,561355,447024,0,0,0,True,chhattisgarh
408,rural,all ages,1264621,626212,638409,461695,174988,286707,802926,451224,351702,0,0,0,True,chhattisgarh
408,urban,all ages,272512,136643,135869,67059,26512,40547,205453,110131,95322,0,0,0,True,chhattisgarh
409,total,all ages,3343872,1682101,1661771,1040494,397489,643005,2303378,1284612,1018766,0,0,0,True,chhattisgarh
409,rural,all ages,2059107,1026152,1032955,728954,273932,455022,1330153,752220,577933,0,0,0,True,chhattisgarh
409,urban,all ages,1284765,655949,628816,311540,123557,187983,973225,532392,440833,0,0,0,True,chhattisgarh
410,total,all ages,4063872,2048186,2015686,1434123,555028,879095,2629749,1493158,1136591,0,0,0,True,chhattisgarh
410,rural,all ages,2580583,1288567,1292016,1034869,390269,644600,1545714,898298,647416,0,0,0,True,chhattisgarh
410,urban,all ages,1483289,759619,723670,399254,164759,234495,1084035,594860,489175,0,0,0,True,chhattisgarh
411,total,all ages,1032754,511967,520787,394791,147878,246913,637963,364089,273874,0,0,0,True,chhattisgarh
411,rural,all ages,912602,451691,460911,360535,134520,226015,552067,317171,234896,0,0,0,True,chhattisgarh
411,urban,all ages,120152,60276,59876,34256,13358,20898,85896,46918,38978,0,0,0,True,chhattisgarh
412,total,all ages,799781,397897,401884,252948,93973,158975,546833,303924,242909,0,0,0,True,chhattisgarh
412,rural,all ages,650586,323420,327166,214761,79370,135391,435825,244050,191775,0,0,0,True,chhattisgarh
412,urban,all ages,149195,74477,74718,38187,14603,23584,111008,59874,51134,0,0,0,True,chhattisgarh
413,total,all ages,748941,373338,375603,292899,115040,177859,456042,258298,197744,0,0,0,True,chhattisgarh
413,rural,all ages,672180,335149,337031,275321,108086,167235,396859,227063,169796,0,0,0,True,chhattisgarh
413,urban,all ages,76761,38189,38572,17578,6954,10624,59183,31235,27948,0,0,0,True,chhattisgarh
414,total,all ages,1413199,698487,714712,762336,316152,446184,650863,382335,268528,0,0,0,True,chhattisgarh
414,rural,all ages,1219705,600652,619053,708648,294754,413894,511057,305898,205159,0,0,0,True,chhattisgarh
414,urban,all ages,193494,97835,95659,53688,21398,32290,139806,76437,63369,0,0,0,True,chhattisgarh
415,total,all ages,139820,70104,69716,83199,36655,46544,56621,33449,23172,0,0,0,True,chhattisgarh
415,rural,all ages,117714,58653,59061,77247,34407,42840,40467,24246,16221,0,0,0,True,chhattisgarh
415,urban,all ages,22106,11451,10655,5952,2248,3704,16154,9203,6951,0,0,0,True,chhattisgarh
416,total,all ages,533638,264142,269496,342401,147613,194788,191237,116529,74708,0,0,0,True,chhattisgarh
416,rural,all ages,437405,213930,223475,312024,135165,176859,125381,78765,46616,0,0,0,True,chhattisgarh
416,urban,all ages,96233,50212,46021,30377,12448,17929,65856,37764,28092,0,0,0,True,chhattisgarh
417,total,all ages,255230,128663,126567,168311,74587,93724,86919,54076,32843,0,0,0,True,chhattisgarh
417,rural,all ages,225630,113344,112286,157584,70212,87372,68046,43132,24914,0,0,0,True,chhattisgarh
417,urban,all ages,29600,15319,14281,10727,4375,6352,18873,10944,7929,0,0,0,True,chhattisgarh
261,total,all ages,250260,131753,118507,130634,64321,66313,119626,67432,52194,0,0,0,True,nagaland
261,rural,all ages,215816,113469,102347,120885,59531,61354,94931,53938,40993,0,0,0,True,nagaland
261,urban,all ages,34444,18284,16160,9749,4790,4959,24695,13494,11201,0,0,0,True,nagaland
262,total,all ages,194622,101092,93530,35128,17613,17515,159494,83479,76015,0,0,0,True,nagaland
262,rural,all ages,138897,71373,67524,26286,13066,13220,112611,58307,54304,0,0,0,True,nagaland
262,urban,all ages,55725,29719,26006,8842,4547,4295,46883,25172,21711,0,0,0,True,nagaland
263,total,all ages,140757,71217,69540,37876,17713,20163,102881,53504,49377,0,0,0,True,nagaland
263,rural,all ages,113160,56786,56374,33011,15409,17602,80149,41377,38772,0,0,0,True,nagaland
263,urban,all ages,27597,14431,13166,4865,2304,2561,22732,12127,10605,0,0,0,True,nagaland
264,total,all ages,166343,84505,81838,38135,17120,21015,128208,67385,60823,0,0,0,True,nagaland
264,rural,all ages,131339,66435,64904,33118,14768,18350,98221,51667,46554,0,0,0,True,nagaland
264,urban,all ages,35004,18070,16934,5017,2352,2665,29987,15718,14269,0,0,0,True,nagaland
265,total,all ages,378811,197394,181417,100774,47252,53522,278037,150142,127895,0,0,0,True,nagaland
265,rural,all ages,180942,93435,87507,54120,25095,29025,126822,68340,58482,0,0,0,True,nagaland
265,urban,all ages,197869,103959,93910,46654,22157,24497,151215,81802,69413,0,0,0,True,nagaland
266,total,all ages,163418,83743,79675,57525,25817,31708,105893,57926,47967,0,0,0,True,nagaland
266,rural,all ages,138843,70529,68314,51610,23192,28418,87233,47337,39896,0,0,0,True,nagaland
266,urban,all ages,24575,13214,11361,5915,2625,3290,18660,10589,8071,0,0,0,True,nagaland
267,total,all ages,196596,101933,94663,79085,38280,40805,117511,63653,53858,0,0,0,True,nagaland
267,rural,all ages,159822,82462,77360,70870,34349,36521,88952,48113,40839,0,0,0,True,nagaland
267,urban,all ages,36774,19471,17303,8215,3931,4284,28559,15540,13019,0,0,0,True,nagaland
268,total,all ages,50484,26502,23982,20625,10363,10262,29859,16139,13720,0,0,0,True,nagaland
268,rural,all ages,42871,22511,20360,18853,9495,9358,24018,13016,11002,0,0,0,True,nagaland
268,urban,all ages,7613,3991,3622,1772,868,904,5841,3123,2718,0,0,0,True,nagaland
269,total,all ages,74004,37830,36174,32772,15155,17617,41232,22675,18557,0,0,0,True,nagaland
269,rural,all ages,57517,29243,28274,28130,12988,15142,29387,16255,13132,0,0,0,True,nagaland
269,urban,all ages,16487,8587,7900,4642,2167,2475,11845,6420,5425,0,0,0,True,nagaland
270,total,all ages,267988,138966,129022,70499,31928,38571,197489,107038,90451,0,0,0,True,nagaland
270,rural,all ages,146900,76369,70531,44916,20098,24818,101984,56271,45713,0,0,0,True,nagaland
270,urban,all ages,121088,62597,58491,25583,11830,13753,95505,50767,44738,0,0,0,True,nagaland
271,total,all ages,95219,49714,45505,33015,15130,17885,62204,34584,27620,0,0,0,True,nagaland
271,rural,all ages,81429,42860,38569,29074,13460,15614,52355,29400,22955,0,0,0,True,nagaland
271,urban,all ages,13790,6854,6936,3941,1670,2271,9849,5184,4665,0,0,0,True,nagaland
370,total,all ages,1481255,749161,732094,497472,191944,305528,983783,557217,426566,0,0,0,True,odisha
370,rural,all ages,1331145,672603,658542,461973,177616,284357,869172,494987,374185,0,0,0,True,odisha
370,urban,all ages,150110,76558,73552,35499,14328,21171,114611,62230,52381,0,0,0,True,odisha
371,total,all ages,579505,296690,282815,173626,68598,105028,405879,228092,177787,0,0,0,True,odisha
371,rural,all ages,348340,176162,172178,113378,43714,69664,234962,132448,102514,0,0,0,True,odisha
371,urban,all ages,231165,120528,110637,60248,24884,35364,170917,95644,75273,0,0,0,True,odisha
372,total,all ages,1041099,526877,514222,337408,133685,203723,703691,393192,310499,0,0,0,True,odisha
372,rural,all ages,733006,368692,364314,262109,102464,159645,470897,266228,204669,0,0,0,True,odisha
372,urban,all ages,308093,158185,149908,75299,31221,44078,232794,126964,105830,0,0,0,True,odisha
373,total,all ages,312520,158230,154290,114701,45581,69120,197819,112649,85170,0,0,0,True,odisha
373,rural,all ages,290130,146666,143464,108830,43130,65700,181300,103536,77764,0,0,0,True,odisha
373,urban,all ages,22390,11564,10826,5871,2451,3420,16519,9113,7406,0,0,0,True,odisha
374,total,all ages,2093437,1061147,1032290,751115,311000,440115,1342322,750147,592175,0,0,0,True,odisha
374,rural,all ages,1355340,676068,679272,573193,234575,338618,782147,441493,340654,0,0,0,True,odisha
374,urban,all ages,738097,385079,353018,177922,76425,101497,560175,308654,251521,0,0,0,True,odisha
375,total,all ages,1801733,906487,895246,749215,301368,447847,1052518,605119,447399,0,0,0,True,odisha
375,rural,all ages,1548674,774667,774007,667985,267351,400634,880689,507316,373373,0,0,0,True,odisha
375,urban,all ages,253059,131820,121239,81230,34017,47213,171829,97803,74026,0,0,0,True,odisha
376,total,all ages,2519738,1256213,1263525,1150341,462042,688299,1369397,794171,575226,0,0,0,True,odisha
376,rural,all ages,2326842,1157576,1169266,1106414,443663,662751,1220428,713913,506515,0,0,0,True,odisha
376,urban,all ages,192896,98637,94259,43927,18379,25548,148969,80258,68711,0,0,0,True,odisha
377,total,all ages,2320529,1185787,1134742,699297,283428,415869,1621232,902359,718873,0,0,0,True,odisha
377,rural,all ages,2067236,1056466,1010770,636895,256584,380311,1430341,799882,630459,0,0,0,True,odisha
377,urban,all ages,253293,129321,123972,62402,26844,35558,190891,102477,88414,0,0,0,True,odisha
378,total,all ages,1506337,760260,746077,412197,163991,248206,1094140,596269,497871,0,0,0,True,odisha
378,rural,all ages,1320499,665255,655244,355786,139536,216250,964713,525719,438994,0,0,0,True,odisha
378,urban,all ages,185838,95005,90833,56411,24455,31956,129427,70550,58877,0,0,0,True,odisha
379,total,all ages,1440361,717814,722547,351096,137844,213252,1089265,579970,509295,0,0,0,True,odisha
379,rural,all ages,1356827,675053,681774,333342,130294,203048,1023485,544759,478726,0,0,0,True,odisha
379,urban,all ages,83534,42761,40773,17754,7550,10204,65780,35211,30569,0,0,0,True,odisha
380,total,all ages,1136971,577865,559106,247944,96816,151128,889027,481049,407978,0,0,0,True,odisha
380,rural,all ages,1020991,516813,504178,222789,85854,136935,798202,430959,367243,0,0,0,True,odisha
380,urban,all ages,115980,61052,54928,25155,10962,14193,90825,50090,40735,0,0,0,True,odisha
381,total,all ages,2624470,1352760,1271710,613001,249727,363274,2011469,1103033,908436,0,0,0,True,odisha
381,rural,all ages,1888423,970885,917538,480445,190863,289582,1407978,780022,627956,0,0,0,True,odisha
381,urban,all ages,736047,381875,354172,132556,58864,73692,603491,323011,280480,0,0,0,True,odisha
382,total,all ages,1827192,926034,901158,536737,219638,317099,1290455,706396,584059,0,0,0,True,odisha
382,rural,all ages,1692095,856539,835556,503612,205386,298226,1188483,651153,537330,0,0,0,True,odisha
382,urban,all ages,135097,69495,65602,33125,14252,18873,101972,55243,46729,0,0,0,True,odisha
383,total,all ages,1192811,612593,580218,362901,148500,214401,829910,464093,365817,0,0,0,True,odisha
383,rural,all ages,1075305,551326,523979,339782,138559,201223,735523,412767,322756,0,0,0,True,odisha
383,urban,all ages,117506,61267,56239,23119,9941,13178,94387,51326,43061,0,0,0,True,odisha
384,total,all ages,1273821,655718,618103,404365,161293,243072,869456,494425,375031,0,0,0,True,odisha
384,rural,all ages,1067275,546385,520890,358206,141613,216593,709069,404772,304297,0,0,0,True,odisha
384,urban,all ages,206546,109333,97213,46159,19680,26479,160387,89653,70734,0,0,0,True,odisha
385,total,all ages,962789,502636,460153,274427,110303,164124,688362,392333,296029,0,0,0,True,odisha
385,rural,all ages,883051,461019,422032,257706,103332,154374,625345,357687,267658,0,0,0,True,odisha
385,urban,all ages,79738,41617,38121,16721,6971,9750,63017,34646,28371,0,0,0,True,odisha
386,total,all ages,2251673,1167137,1084536,501737,209622,292115,1749936,957515,792421,0,0,0,True,odisha
386,rural,all ages,1167357,595809,571548,307677,124120,183557,859680,471689,387991,0,0,0,True,odisha
386,urban,all ages,1084316,571328,512988,194060,85502,108558,890256,485826,404430,0,0,0,True,odisha
387,total,all ages,1698730,865380,833350,406791,160523,246268,1291939,704857,587082,0,0,0,True,odisha
387,rural,all ages,1433800,728213,705587,351598,136363,215235,1082202,591850,490352,0,0,0,True,odisha
387,urban,all ages,264930,137167,127763,55193,24160,31033,209737,113007,96730,0,0,0,True,odisha
388,total,all ages,3529031,1779218,1749813,1318981,516566,802415,2210050,1262652,947398,0,0,0,True,odisha
388,rural,all ages,2761030,1383636,1377394,1125880,437924,687956,1635150,945712,689438,0,0,0,True,odisha
388,urban,all ages,768001,395582,372419,193101,78642,114459,574900,316940,257960,0,0,0,True,odisha
389,total,all ages,577817,282882,294935,315280,129219,186061,262537,153663,108874,0,0,0,True,odisha
389,rural,all ages,507151,247655,259496,293991,120721,173270,213160,126934,86226,0,0,0,True,odisha
389,urban,all ages,70666,35227,35439,21289,8498,12791,49377,26729,22648,0,0,0,True,odisha
390,total,all ages,733110,359945,373165,333324,126045,207279,399786,233900,165886,0,0,0,True,odisha
390,rural,all ages,660831,323523,337308,316938,119726,197212,343893,203797,140096,0,0,0,True,odisha
390,urban,all ages,72279,36422,35857,16386,6319,10067,55893,30103,25790,0,0,0,True,odisha
391,total,all ages,441162,221625,219537,169550,62977,106573,271612,158648,112964,0,0,0,True,odisha
391,rural,all ages,420738,211133,209605,165022,61269,103753,255716,149864,105852,0,0,0,True,odisha
391,urban,all ages,20424,10492,9932,4528,1708,2820,15896,8784,7112,0,0,0,True,odisha
392,total,all ages,610183,311312,298871,211762,80919,130843,398421,230393,168028,0,0,0,True,odisha
392,rural,all ages,560242,285634,274608,198744,75968,122776,361498,209666,151832,0,0,0,True,odisha
392,urban,all ages,49941,25678,24263,13018,4951,8067,36923,20727,16196,0,0,0,True,odisha
393,total,all ages,1648997,830097,818900,721737,284425,437312,927260,545672,381588,0,0,0,True,odisha
393,rural,all ages,1451616,728770,722846,670959,263888,407071,780657,464882,315775,0,0,0,True,odisha
393,urban,all ages,197381,101327,96054,50778,20537,30241,146603,80790,65813,0,0,0,True,odisha
394,total,all ages,610382,301962,308420,310999,121059,189940,299383,180903,118480,0,0,0,True,odisha
394,rural,all ages,576328,284792,291536,300464,116855,183609,275864,167937,107927,0,0,0,True,odisha
394,urban,all ages,34054,17170,16884,10535,4204,6331,23519,12966,10553,0,0,0,True,odisha
395,total,all ages,1576869,787101,789768,774833,302924,471909,802036,484177,317859,0,0,0,True,odisha
395,rural,all ages,1454882,724646,730236,741120,289316,451804,713762,435330,278432,0,0,0,True,odisha
395,urban,all ages,121987,62455,59532,33713,13608,20105,88274,48847,39427,0,0,0,True,odisha
396,total,all ages,967911,471960,495951,560176,230001,330175,407735,241959,165776,0,0,0,True,odisha
396,rural,all ages,820945,397774,423171,515187,212144,303043,305758,185630,120128,0,0,0,True,odisha
396,urban,all ages,146966,74186,72780,44989,17857,27132,101977,56329,45648,0,0,0,True,odisha
397,total,all ages,1220946,604812,616134,750567,317828,432739,470379,286984,183395,0,0,0,True,odisha
397,rural,all ages,1133321,560771,572550,722786,306550,416236,410535,254221,156314,0,0,0,True,odisha
397,urban,all ages,87625,44041,43584,27781,11278,16503,59844,32763,27081,0,0,0,True,odisha
398,total,all ages,1379647,678809,700838,811557,337966,473591,568090,340843,227247,0,0,0,True,odisha
398,rural,all ages,1153478,563771,589707,749053,312845,436208,404425,250926,153499,0,0,0,True,odisha
398,urban,all ages,226169,115038,111131,62504,25121,37383,163665,89917,73748,0,0,0,True,odisha
399,total,all ages,613192,303624,309568,368486,156623,211863,244706,147001,97705,0,0,0,True,odisha
399,rural,all ages,563664,277901,285763,350783,149428,201355,212881,128473,84408,0,0,0,True,odisha
399,urban,all ages,49528,25723,23805,17703,7195,10508,31825,18528,13297,0,0,0,True,odisha
